"MovieID","numRatings","avgRating","Title","Genres","image_url","Action","Adventure","Animation","Children.s","Comedy","Crime","Documentary","Drama","Fantasy","Film.Noir","Horror","Musical","Mystery","Romance","Sci.Fi","Thriller","War","Western","MRS1","MRS2"
32,1511,3.94573130377234,"Twelve Monkeys (1995)","Drama|Sci-Fi","https://liangfgithub.github.io/MovieImages/32.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,155.045731,8.67371973958471
33,4,3,"Wings of Courage (1995)","Adventure|Romance","https://liangfgithub.github.io/MovieImages/33.jpg?raw=true",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4,5.07692307692308
34,1751,3.89149057681325,"Babe (1995)","Children's|Comedy|Drama","https://liangfgithub.github.io/MovieImages/34.jpg?raw=true",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,178.991491,8.55541697876955
35,70,3.31428571428571,"Carrington (1995)","Drama|Romance","https://liangfgithub.github.io/MovieImages/35.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.314286,7.16853994382022
36,928,3.95797413793103,"Dead Man Walking (1995)","Drama","https://liangfgithub.github.io/MovieImages/36.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96.757974,8.69629758760224
37,8,3.5,"Across the Sea of Time (1995)","Documentary","https://liangfgithub.github.io/MovieImages/37.jpg?raw=true",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3,6.69565217391304
38,28,2.82142857142857,"It Takes Two (1995)","Comedy","https://liangfgithub.github.io/MovieImages/38.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.621429,5.95205569863014
39,1362,3.62334801762115,"Clueless (1995)","Comedy|Romance","https://liangfgithub.github.io/MovieImages/39.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,139.823348,7.9643485528169
40,30,3.93333333333333,"Cry, the Beloved Country (1995)","Drama","https://liangfgithub.github.io/MovieImages/40.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.933333,8.32051211538462
41,242,3.95867768595041,"Richard III (1995)","Drama|War","https://liangfgithub.github.io/MovieImages/41.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28.158678,8.66611910855263
42,221,2.86877828054299,"Dead Presidents (1995)","Action|Crime|Drama","https://liangfgithub.github.io/MovieImages/42.jpg?raw=true",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.968778,6.27722710891089
43,166,3.44578313253012,"Restoration (1995)","Drama","https://liangfgithub.github.io/MovieImages/43.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.045783,7.5263155
44,311,2.78778135048232,"Mortal Kombat (1995)","Action|Adventure","https://liangfgithub.github.io/MovieImages/44.jpg?raw=true",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.887781,6.10954439525945
45,544,3.42463235294118,"To Die For (1995)","Comedy|Drama","https://liangfgithub.github.io/MovieImages/45.jpg?raw=true",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,57.824632,7.51760744240646
46,166,3.10843373493976,"How to Make an American Quilt (1995)","Drama|Romance","https://liangfgithub.github.io/MovieImages/46.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19.708434,6.7894742631579
47,1137,4.10642040457344,"Seven (Se7en) (1995)","Crime|Thriller","https://liangfgithub.github.io/MovieImages/47.jpg?raw=true",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,117.80642,9.02459935687928
48,382,2.97643979057592,"Pocahontas (1995)","Animation|Children's|Musical|Romance","https://liangfgithub.github.io/MovieImages/48.jpg?raw=true",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41.17644,6.52766225469729
49,27,3.74074074074074,"When Night Is Falling (1995)","Drama|Romance","https://liangfgithub.github.io/MovieImages/49.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.440741,7.87943317021277
50,1783,4.5171060011217,"Usual Suspects, The (1995)","Crime|Thriller","https://liangfgithub.github.io/MovieImages/50.jpg?raw=true",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,182.817106,9.93094944266338
52,431,3.64037122969838,"Mighty Aphrodite (1995)","Comedy","https://liangfgithub.github.io/MovieImages/52.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.740371,7.98657978297085
53,8,4.75,"Lamerica (1994)","Drama","https://liangfgithub.github.io/MovieImages/53.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.55,9.08695652173913
54,41,2.5609756097561,"Big Green, The (1995)","Children's|Comedy","https://liangfgithub.github.io/MovieImages/54.jpg?raw=true",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.660976,5.47393448341232
55,45,3.06666666666667,"Georgia (1995)","Drama","https://liangfgithub.github.io/MovieImages/55.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.566667,6.57142928571429
56,9,2,"Kids of the Round Table (1995)","Adventure|Children's|Fantasy","https://liangfgithub.github.io/MovieImages/56.jpg?raw=true",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9,3.88235294117647
57,99,3.4040404040404,"Home for the Holidays (1995)","Drama","https://liangfgithub.github.io/MovieImages/57.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.30404,7.39920071856287
58,501,4.0938123752495,"Postino, Il (The Postman) (1994)","Drama|Romance","https://liangfgithub.github.io/MovieImages/58.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,54.193812,8.98486576344086
59,8,2.75,"Confessional, The (Le Confessionnal) (1995)","Drama|Mystery","https://liangfgithub.github.io/MovieImages/59.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.55,5.26086956521739
60,357,3.21288515406162,"Indian in the Cupboard, The (1995)","Adventure|Children's|Fantasy","https://liangfgithub.github.io/MovieImages/60.jpg?raw=true",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.912885,7.04466744556114
61,67,3,"Eye for an Eye (1996)","Drama|Thriller","https://liangfgithub.github.io/MovieImages/61.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.7,6.48387096774194
62,541,3.69685767097967,"Mr. Holland's Opus (1995)","Drama","https://liangfgithub.github.io/MovieImages/62.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.796858,8.1150874061232
63,111,2.85585585585586,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy","https://liangfgithub.github.io/MovieImages/63.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.955856,6.21568658823529
64,79,2.26582278481013,"Two if by Sea (1996)","Comedy|Romance","https://liangfgithub.github.io/MovieImages/64.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.165823,4.91022490523691
65,143,2.06293706293706,"Bio-Dome (1996)","Comedy","https://liangfgithub.github.io/MovieImages/65.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.362937,4.50069334396671
66,97,1.67010309278351,"Lawnmower Man 2: Beyond Cyberspace (1996)","Sci-Fi|Thriller","https://liangfgithub.github.io/MovieImages/66.jpg?raw=true",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.370103,3.629327700611
67,4,3.25,"Two Bits (1995)","Drama","https://liangfgithub.github.io/MovieImages/67.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.65,5.5
68,60,3.45,"French Twist (Gazon maudit) (1995)","Comedy|Romance","https://liangfgithub.github.io/MovieImages/68.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.45,7.44117647058824
69,319,3.6551724137931,"Friday (1995)","Comedy","https://liangfgithub.github.io/MovieImages/69.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.555172,8.01124206620862
70,914,3.15645514223195,"From Dusk Till Dawn (1996)","Action|Comedy|Crime|Horror|Thriller","https://liangfgithub.github.io/MovieImages/70.jpg?raw=true",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,94.556455,6.93509584134615
71,96,2.10416666666667,"Fair Game (1995)","Action","https://liangfgithub.github.io/MovieImages/71.jpg?raw=true",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.704167,4.57201718518519
72,93,3.63440860215054,"Kicking and Screaming (1995)","Comedy|Drama","https://liangfgithub.github.io/MovieImages/72.jpg?raw=true",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12.934409,7.89384375159236
73,224,3.81696428571429,"Misérables, Les (1995)","Drama|Musical","https://liangfgithub.github.io/MovieImages/73.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,26.216964,8.35257486323268
74,120,2.975,"Bed of Roses (1996)","Drama|Romance","https://liangfgithub.github.io/MovieImages/74.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.975,6.48019801980198
75,12,1.91666666666667,"Big Bully (1996)","Comedy|Drama","https://liangfgithub.github.io/MovieImages/75.jpg?raw=true",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.116667,3.833334
76,178,2.85393258426966,"Screamers (1995)","Sci-Fi|Thriller","https://liangfgithub.github.io/MovieImages/76.jpg?raw=true",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20.653933,6.23660805133929
77,34,3.76470588235294,"Nico Icon (1995)","Documentary","https://liangfgithub.github.io/MovieImages/77.jpg?raw=true",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.164706,8.00000025
78,50,3.26,"Crossing Guard, The (1995)","Drama","https://liangfgithub.github.io/MovieImages/78.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.26,7.00390625
79,114,2.60526315789474,"Juror, The (1996)","Drama|Thriller","https://liangfgithub.github.io/MovieImages/79.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.005263,5.67187465625
80,52,3.82692307692308,"White Balloon, The (Badkonake Sefid ) (1995)","Drama","https://liangfgithub.github.io/MovieImages/80.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.026923,8.22932314285714
81,166,3.16265060240964,"Things to Do in Denver when You're Dead (1995)","Crime|Drama|Romance","https://liangfgithub.github.io/MovieImages/81.jpg?raw=true",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,19.762651,6.90789560526316
82,89,3.87640449438202,"Antonia's Line (Antonia) (1995)","Drama","https://liangfgithub.github.io/MovieImages/82.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.776404,8.41463307317073
83,33,3.6969696969697,"Once Upon a Time... When We Were Colored (1995)","Drama","https://liangfgithub.github.io/MovieImages/83.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.99697,7.84795385964912
84,21,3.0952380952381,"Last Summer in the Hamptons (1995)","Comedy|Drama","https://liangfgithub.github.io/MovieImages/84.jpg?raw=true",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.195238,6.44144124324324
85,194,3.4020618556701,"Angels and Insects (1995)","Drama|Romance","https://liangfgithub.github.io/MovieImages/85.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22.802062,7.43852490573771
86,236,3.39406779661017,"White Squall (1996)","Adventure|Drama","https://liangfgithub.github.io/MovieImages/86.jpg?raw=true",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.994068,7.42917413827993
87,76,2.21052631578947,"Dunston Checks In (1996)","Children's|Comedy","https://liangfgithub.github.io/MovieImages/87.jpg?raw=true",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.810526,4.78756408290156
88,192,2.94270833333333,"Black Sheep (1996)","Comedy","https://liangfgithub.github.io/MovieImages/88.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.142708,6.43374668322981
89,229,3.07423580786026,"Nick of Time (1995)","Action|Thriller","https://liangfgithub.github.io/MovieImages/89.jpg?raw=true",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.974236,6.72806297480452
90,6,3.66666666666667,"Journey of August King, The (1995)","Drama","https://liangfgithub.github.io/MovieImages/90.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.266667,6.72222283333333
92,88,2.34090909090909,"Mary Reilly (1996)","Drama|Thriller","https://liangfgithub.github.io/MovieImages/92.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.140909,5.08071729147982
93,89,2.23595505617978,"Vampire in Brooklyn (1995)","Comedy|Romance","https://liangfgithub.github.io/MovieImages/93.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11.135955,4.85365841463415
94,182,3.72527472527473,"Beautiful Girls (1996)","Drama","https://liangfgithub.github.io/MovieImages/94.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.925275,8.14192199781659
95,638,2.87617554858934,"Broken Arrow (1996)","Action|Thriller","https://liangfgithub.github.io/MovieImages/95.jpg?raw=true",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.676176,6.31570812515645
96,13,3.92307692307692,"In the Bleak Midwinter (1995)","Comedy","https://liangfgithub.github.io/MovieImages/96.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.223077,7.9014086056338
97,44,3.75,"Hate (Haine, La) (1995)","Drama","https://liangfgithub.github.io/MovieImages/97.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.15,8.03097345132743
98,6,2,"Shopping (1994)","Action|Thriller","https://liangfgithub.github.io/MovieImages/98.jpg?raw=true",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6,3.66666666666667
99,50,3.46,"Heidi Fleiss: Hollywood Madam (1995)","Documentary","https://liangfgithub.github.io/MovieImages/99.jpg?raw=true",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.46,7.43359375
100,128,3.0625,"City Hall (1996)","Drama|Thriller","https://liangfgithub.github.io/MovieImages/100.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15.8625,6.6749226006192
101,253,3.8695652173913,"Bottle Rocket (1996)","Comedy","https://liangfgithub.github.io/MovieImages/101.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.169565,8.47285554287962
102,60,1.81666666666667,"Mr. Wrong (1996)","Comedy","https://liangfgithub.github.io/MovieImages/102.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.816667,3.91830137254902
103,33,3.21212121212121,"Unforgettable (1996)","Thriller","https://liangfgithub.github.io/MovieImages/103.jpg?raw=true",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.512121,6.818713
104,682,3.52639296187683,"Happy Gilmore (1996)","Comedy","https://liangfgithub.github.io/MovieImages/104.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.726393,7.74443802283372
105,387,3.23255813953488,"Bridges of Madison County, The (1995)","Drama|Romance","https://liangfgithub.github.io/MovieImages/105.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41.932558,7.08964420710974
106,12,3.58333333333333,"Nobody Loves Me (Keiner liebt mich) (1994)","Comedy|Drama","https://liangfgithub.github.io/MovieImages/106.jpg?raw=true",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.783333,7.166666
107,256,3.1484375,"Muppet Treasure Island (1996)","Adventure|Children's|Comedy|Musical","https://liangfgithub.github.io/MovieImages/107.jpg?raw=true",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,28.748438,6.89424681804044
108,7,2.85714285714286,"Catwalk (1995)","Documentary","https://liangfgithub.github.io/MovieImages/108.jpg?raw=true",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.557143,5.36585392682927
110,2443,4.23495702005731,"Braveheart (1995)","Action|Drama|War","https://liangfgithub.github.io/MovieImages/110.jpg?raw=true",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,248.534957,9.3123311890189
111,1240,4.18387096774194,"Taxi Driver (1976)","Drama|Thriller","https://liangfgithub.github.io/MovieImages/111.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,128.183871,9.19561721559781
112,570,3.44385964912281,"Rumble in the Bronx (1995)","Action|Adventure|Crime","https://liangfgithub.github.io/MovieImages/112.jpg?raw=true",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.44386,7.560575
113,53,2.9811320754717,"Before and After (1996)","Drama|Mystery","https://liangfgithub.github.io/MovieImages/113.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.281132,6.41328397047971
114,11,3.09090909090909,"Margaret's Museum (1995)","Drama","https://liangfgithub.github.io/MovieImages/114.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.190909,6.13114736065574
116,41,4.09756097560976,"Anne Frank Remembered (1995)","Documentary","https://liangfgithub.github.io/MovieImages/116.jpg?raw=true",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.197561,8.75829389099526
117,79,3.63291139240506,"Young Poisoner's Handbook, The (1995)","Crime","https://liangfgithub.github.io/MovieImages/117.jpg?raw=true",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.532911,7.87281710473816
118,68,3.07352941176471,"If Lucy Fell (1996)","Comedy|Romance","https://liangfgithub.github.io/MovieImages/118.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.873529,6.64450778034682
119,13,2.46153846153846,"Steal Big, Steal Little (1995)","Comedy","https://liangfgithub.github.io/MovieImages/119.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761538,4.95774554929577
120,3,2.66666666666667,"Race the Sun (1996)","Drama","https://liangfgithub.github.io/MovieImages/120.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.966667,4.19047671428571
121,37,4.05405405405405,"Boys of St. Vincent, The (1993)","Drama","https://liangfgithub.github.io/MovieImages/121.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.754054,8.63874334031414
122,194,2.7680412371134,"Boomerang (1992)","Comedy|Romance","https://liangfgithub.github.io/MovieImages/122.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22.168041,6.05225357991803
123,115,3.8695652173913,"Chungking Express (1994)","Drama|Mystery|Romance","https://liangfgithub.github.io/MovieImages/123.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,15.369565,8.42512861445783
124,14,3.21428571428571,"Star Maker, The (Uomo delle stelle, L') (1995)","Drama","https://liangfgithub.github.io/MovieImages/124.jpg?raw=true",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.614286,6.51315847368421
125,318,3.83333333333333,"Flirting With Disaster (1996)","Comedy","https://liangfgithub.github.io/MovieImages/125.jpg?raw=true",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.633333,8.40162834210526
126,99,1.98989898989899,"NeverEnding Story III, The (1994)","Adventure|Children's|Fantasy","https://liangfgithub.github.io/MovieImages/126.jpg?raw=true",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.889899,4.32534932335329
